superkingdom,phylum,class,order,family,Max,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD-SRS301865,CD-SRS301866,CD-SRS301867,CD-SRS301868,CD-SRS301869,CD-SRS301870,CD-SRS301871,CD-SRS301872,CD-SRS301873,CD-SRS301874,CD-SRS301875,CD-SRS301876,CD-SRS301877,CD-SRS301878,CD-SRS301879,UC-SRS071964,UC-SRS071970,UC-SRS071978,UC-SRS071981,UC-SRS071982,UC-SRS071988,HE-SRS011061,HE-SRS011084,HE-SRS011134,HE-SRS011239,HE-SRS011271,HE-SRS011302,HE-SRS011405,HE-SRS011452,HE-SRS011529,HE-SRS011586,HE-SRS012273,HE-SRS012902,HE-SRS013158,HE-SRS013215,HE-SRS013687,HE-SRS013951,HE-SRS014235,HE-SRS014923,HE-SRS014979,HE-SRS015065,HE-SRS015217,HE-SRS015578,HE-SRS015663,HE-SRS016018,HE-SRS016095,HE-SRS016335,HE-SRS016495,HE-SRS017103,HE-SRS017433,HE-SRS018427,HE-SRS018656,HE-SRS020328,HE-SRS020869,HE-SRS022713,Max
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,0.0018,0.00043,0.00033,0.00038,0.000664,0.00071,0.000462,0.000383,0.000036,0.000022,0.000051,0.000043,0.000037,0.000118,0.000056,0.000033,0.000048,0.000034,0.000102,0.000031,0.00007,0.00003,0.000089,0.000348,0.000342,0.000007,0.000008,0.00024,0.000284,0.000315,0.000253,0.000972,0.000682,0.000287,0.001572,0.000082,0.00003,0.000204,0.000618,0.001828,0.00003,0.000042,0.000014,0.00035,0.00146,0.000783,0.000602,0.000854,0.000177,0.00083,0.000138,0.00042,0.000086,0.000291,0.000891,0.001126,0.000086,0.000034,0.000123,0.000236,0.000786,0.000551,0.000039,0.001828
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,0.0022,0.000379,0.000429,0.000436,0.000738,0.000537,0.000568,0.000431,0.000044,0.000026,0.000051,0.000052,0.000045,0.00012,0.000096,0.000037,0.000077,0.000035,0.000125,0.000038,0.000118,0.000029,0.000079,0.000299,0.000262,0.000002,0.000003,0.000128,0.000212,0.000403,0.000326,0.001043,0.000744,0.000341,0.002072,0.000111,0.000051,0.000254,0.000727,0.002151,0.000024,0.000042,0.000014,0.000422,0.001654,0.000894,0.000859,0.001161,0.000236,0.001399,0.00017,0.000552,0.000094,0.000348,0.000929,0.002028,0.000114,0.00004,0.000203,0.00034,0.001048,0.00061,0.000033,0.002151
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,0.0559,0.055928,0.015149,0.015437,0.01796,0.0118,0.011837,0.00906,0.004263,0.001854,0.013261,0.010984,0.016123,0.037403,0.002617,0.011534,0.031125,0.001511,0.055427,0.00704,0.032335,0.0072,0.033258,0.027796,0.038327,0.002023,0.003057,0.013841,0.036941,0.002588,0.003891,0.055667,0.006347,0.003894,0.014777,0.002093,0.000804,0.00489,0.015558,0.015392,0.0005,0.001858,0.000488,0.005012,0.020768,0.010152,0.020302,0.020588,0.010307,0.030029,0.018134,0.017704,0.00175,0.011541,0.008238,0.024244,0.00231,0.001687,0.005669,0.009601,0.008737,0.006812,0.004086,0.055928
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,0.0218,0.004981,0.001512,0.002516,0.001742,0.003104,0.001912,0.003784,0.000361,0.000199,0.004091,0.000066,0.000057,0.000098,0.000048,0.000188,0.000052,0.000311,0.000106,0.011433,0.002033,0.000106,0.000826,0.000032,0.000114,0.000045,0.000005,0.000094,0.000068,0.001145,0.002174,0.000918,0.005738,0.00162,0.002979,0.000399,0.000312,0.000248,0.001485,0.002559,0.001962,0.00041,0.000049,0.000531,0.004897,0.008161,0.006608,0.002993,0.001,0.021848,0.000308,0.001208,0.001422,0.002467,0.001319,0.019651,0.003262,0.000869,0.000895,0.000702,0.001127,0.001345,0.001776,0.021848
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,0.2737,0.018532,0.023922,0.01193,0.006343,0.006885,0.005941,0.011088,0.124272,0.102408,0.008423,0.002145,0.009294,0.008457,0.004107,0.016495,0.01001,0.115548,0.014867,0.021709,0.048405,0.001601,0.051448,0.00131,0.001017,0.000345,0.000266,0.002913,0.013776,0.002633,0.001643,0.008758,0.003665,0.002633,0.057276,0.001756,0.001708,0.033268,0.004422,0.00421,0.014729,0.002291,0.006567,0.074832,0.006645,0.002018,0.107857,0.004119,0.057902,0.003274,0.038658,0.050115,0.000727,0.003174,0.003203,0.007703,0.000691,0.00299,0.05454,0.273746,0.012467,0.007258,0.002494,0.273746
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,0.0661,0.06611,0.000415,0.000425,0.001479,0.00034,0.018508,0.000562,0.029596,0.012639,0.000225,0.00013,0.00009,0.000589,0.000279,0.000154,0.000192,0.020615,0.000381,0.001816,0.000465,0.000147,0.000507,0.000951,0.001028,0.000028,0.000038,0.001505,0.001935,0.000524,0.000675,0.002909,0.001667,0.000768,0.002914,0.000188,0.000062,0.000685,0.001667,0.003991,0.000103,0.000081,0.000064,0.000795,0.002983,0.001356,0.001263,0.002344,0.000468,0.001209,0.000423,0.001093,0.00015,0.000806,0.002612,0.001573,0.00016,0.006087,0.000196,0.000746,0.001541,0.000966,0.000267,0.06611
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,0.0013,0.000527,0.000155,0.000142,0.000424,0.000111,0.000218,0.000125,0.000027,0.000014,0.000069,0.000031,0.000021,0.000124,0.000047,0.000025,0.000023,0.000021,0.000099,0.000048,0.000133,0.00004,0.000111,0.00018,0.000192,0.000004,0.000007,0.000191,0.000192,0.00016,0.000185,0.000919,0.000481,0.00021,0.001014,0.000045,0.000016,0.000213,0.000602,0.001262,0.000019,0.000042,0.000025,0.000209,0.000998,0.000449,0.000507,0.000747,0.000125,0.000603,0.000101,0.000292,0.000035,0.000236,0.001236,0.000725,0.000044,0.000031,0.000067,0.000238,0.000503,0.000289,0.000026,0.001262
none,none,none,none,none,0.0306,0.01786,0.017716,0.02452,0.018923,0.030502,0.021639,0.023036,0.001932,0.000836,0.004258,0.001094,0.001038,0.003434,0.001292,0.002115,0.001926,0.001739,0.003624,0.004188,0.006594,0.002616,0.007588,0.004298,0.002792,0.000119,0.000141,0.003184,0.001957,0.019716,0.028823,0.014377,0.008144,0.010155,0.015555,0.004614,0.003372,0.007947,0.008971,0.013083,0.006033,0.001485,0.000415,0.011003,0.021249,0.014907,0.017633,0.020051,0.030561,0.017036,0.014571,0.010572,0.02112,0.013073,0.016848,0.017474,0.004598,0.002811,0.008116,0.006945,0.014004,0.012173,0.002221,0.030561
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,0.0014,0.000048,0.000025,0.00003,0.000034,0.000031,0.000038,0.000023,0.000003,0.000002,0.000004,0.000012,0.000008,0.000015,0.000001,0.000004,0.000002,0.000002,0.000003,0.000002,0.000006,0.000004,0.000014,0.000119,0.000007,0,0,0.000012,0.000012,0.000021,0.00003,0.000066,0.000061,0.000032,0.000078,0.000004,0.000004,0.000013,0.000092,0.000086,0.000003,0.000098,0.000001,0.000039,0.000085,0.000032,0.00005,0.000066,0.000075,0.000071,0.000006,0.00003,0.00001,0.000589,0.001401,0.00005,0.000006,0.000004,0.000009,0.000035,0.000059,0.000109,0.000004,0.001401
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,0.0029,0.000054,0.000158,0.000159,0.00008,0.00033,0.000124,0.000201,0.000027,0.000021,0.000006,0.000007,0.00001,0.000008,0.000004,0.000032,0.000001,0.00003,0.000008,0.000004,0.000003,0.000005,0.000009,0.002913,0.000008,0.000006,0.00008,0.000005,0.000007,0.000066,0.00003,0.00006,0.000048,0.000031,0.00005,0.00001,0.000008,0.000021,0.000026,0.000042,0.000002,0.00004,0.000001,0.000034,0.000054,0.00004,0.000062,0.000114,0.000059,0.00004,0.000008,0.000032,0.000025,0.000432,0.000824,0.00003,0.000027,0.000006,0.000025,0.000073,0.000068,0.000148,0.000005,0.002913
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,0.0016,0.000064,0.00018,0.000203,0.00011,0.000395,0.000149,0.000224,0.000034,0.000029,0.000014,0.000012,0.000015,0.000019,0.000014,0.000048,0.00005,0.000039,0.000006,0.000011,0.00003,0.000014,0.000011,0.001332,0.000016,0.000002,0.000001,0.000017,0.000017,0.000085,0.000046,0.000099,0.000076,0.000046,0.000109,0.000012,0.000012,0.000052,0.000053,0.000097,0.000003,0.000087,0.000001,0.000072,0.000111,0.000062,0.000088,0.000181,0.000106,0.000115,0.000014,0.000047,0.00003,0.000785,0.001562,0.000049,0.000033,0.000012,0.000036,0.000085,0.000113,0.000208,0.000006,0.001562
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,0.0034,0.000115,0.000349,0.000341,0.000197,0.0008,0.000278,0.000412,0.000058,0.000042,0.000018,0.00002,0.000027,0.000028,0.000008,0.000065,0.000011,0.00006,0.000014,0.000017,0.000014,0.000029,0.000019,0.000455,0.000027,0.000011,0.000009,0.000016,0.000021,0.000146,0.000068,0.000139,0.000094,0.00007,0.00014,0.000019,0.000022,0.000051,0.000064,0.000098,0.000004,0.000191,0.000001,0.000098,0.000128,0.000096,0.000165,0.000226,0.000235,0.000129,0.000019,0.000072,0.000055,0.00154,0.003375,0.000118,0.000057,0.000017,0.000057,0.000122,0.000159,0.000443,0.000013,0.003375
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,0.0026,0.000104,0.000146,0.000145,0.000092,0.00037,0.000121,0.000174,0.000015,0.00001,0.000004,0.000005,0.000009,0.000014,0.000002,0.000014,0.000003,0.000015,0.000011,0.000003,0.000005,0.000003,0.000008,0.000137,0.000018,0.000001,0.000002,0.000009,0.000014,0.000082,0.000039,0.00009,0.000041,0.000042,0.000059,0.000011,0.000007,0.000028,0.00004,0.000063,0.000005,0.000142,0.000001,0.000042,0.000078,0.000046,0.000082,0.000104,0.000167,0.000074,0.00001,0.000038,0.000018,0.001164,0.002571,0.000042,0.000029,0.000008,0.00002,0.000067,0.000084,0.000292,0.000006,0.002571
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,0.0024,0.000067,0.000175,0.000175,0.0001,0.000463,0.000164,0.000235,0.000018,0.000013,0.000002,0.000004,0.000005,0.000007,0.000004,0.000021,0.000001,0.000018,0.000005,0.000002,0.000004,0.000003,0.000004,0.000018,0.000002,0,0.000001,0.000001,0.000004,0.000071,0.000033,0.000066,0.000047,0.000048,0.00004,0.00001,0.00001,0.000021,0.000029,0.000068,0.000002,0.000146,0.000001,0.000038,0.00006,0.000037,0.000068,0.00011,0.000214,0.000056,0.000008,0.000037,0.000029,0.001265,0.00238,0.000012,0.000033,0.00001,0.000024,0.000087,0.000079,0.000361,0.000005,0.00238
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,0.0018,0.000046,0.000032,0.000023,0.000061,0.000026,0.000057,0.000021,0.000001,0.000001,0.000011,0.000001,0.000003,0.000012,0.000004,0.000002,0.000009,0.000001,0.000006,0.000008,0.000021,0.000011,0.000021,0.00002,0.000023,0.000002,0.000003,0.000027,0.000013,0.000039,0.000079,0.000275,0.000157,0.000067,0.000234,0.000014,0.000005,0.00007,0.000238,0.00029,0.000005,0.000128,0,0.000093,0.000194,0.000093,0.000057,0.000225,0.000097,0.000127,0.000018,0.000053,0.000013,0.000681,0.00184,0.000126,0.00001,0.00001,0.000017,0.000117,0.000106,0.000171,0.000008,0.00184
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,0.0015,0.000065,0.000167,0.000166,0.000093,0.000394,0.000138,0.000214,0.000036,0.000037,0.000009,0.000011,0.000012,0.000016,0.000001,0.000047,0.000002,0.000038,0.000006,0.000007,0.000006,0.000013,0.000009,0.000296,0.000017,0.000004,0.000004,0.000007,0.000008,0.000094,0.000039,0.000088,0.000079,0.000038,0.000055,0.00001,0.00001,0.00003,0.000032,0.000058,0.000004,0.000095,0.000006,0.000054,0.00007,0.000053,0.000078,0.000112,0.000122,0.000115,0.00001,0.000062,0.000033,0.000746,0.001543,0.000035,0.000031,0.000014,0.000027,0.000112,0.000077,0.000242,0.000012,0.001543
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,0.0075,0.000153,0.000345,0.000342,0.000182,0.000834,0.000311,0.000494,0.000073,0.000055,0.000023,0.000014,0.000018,0.000024,0.000006,0.00009,0.000003,0.000085,0.000011,0.000018,0.000012,0.000036,0.000037,0.007492,0.0003,0.000787,0.000039,0.00015,0.00026,0.000124,0.000082,0.00012,0.000104,0.000081,0.000099,0.000017,0.000055,0.000081,0.000078,0.000096,0.000006,0.000029,0.000029,0.000086,0.000123,0.000092,0.000122,0.000256,0.00006,0.000094,0.00002,0.000089,0.00008,0.000258,0.000472,0.00007,0.000064,0.000046,0.000057,0.000173,0.000123,0.000198,0.000011,0.007492
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,0.0025,0.000321,0.000226,0.000199,0.000144,0.000597,0.000226,0.000334,0.000035,0.000031,0.000023,0.000022,0.000016,0.000028,0.000005,0.000053,0.000012,0.000044,0.00001,0.000023,0.000008,0.00004,0.000053,0.002482,0.000117,0.000166,0.000053,0.000048,0.000114,0.000094,0.00006,0.000081,0.000066,0.000029,0.000075,0.000018,0.000041,0.000058,0.000035,0.000055,0.000004,0.000017,0.000003,0.000057,0.000079,0.00006,0.000108,0.000125,0.000038,0.000096,0.000015,0.000058,0.000048,0.000126,0.000231,0.00005,0.000043,0.000024,0.000035,0.000131,0.000095,0.000135,0.000011,0.002482
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,0.0029,0.000587,0.000367,0.000297,0.001562,0.002904,0.001151,0.002689,0.000068,0.000075,0.00001,0.00002,0.000011,0.000032,0.000005,0.000038,0.000002,0.000172,0.000012,0.000007,0.000008,0.000009,0.000015,0.00187,0.000149,0.000004,0.000002,0.000135,0.000182,0.000132,0.00011,0.000648,0.0001,0.000262,0.001297,0.000063,0.000015,0.000644,0.000589,0.000386,0.000014,0.000035,0.000004,0.00014,0.000271,0.000111,0.000133,0.001804,0.000279,0.000098,0.000041,0.000113,0.000072,0.000506,0.000754,0.000082,0.000043,0.000015,0.00005,0.000187,0.000124,0.000951,0.000019,0.002904
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,0.0364,0.004395,0.000118,0.000307,0.000223,0.000347,0.000333,0.000985,0.001657,0.005976,0.000003,0.000057,0.000083,0.000136,0.000016,0.000102,0.000005,0.023739,0.000121,0.000814,0.000007,0.000001,0.000014,0.00002,0.003867,0.000011,0.000013,0.00198,0.003091,0.010074,0.024107,0.004429,0.002678,0.003624,0.000057,0.001876,0.003111,0.000903,0.004618,0.000655,0.005831,0.008057,0.013682,0.000034,0.001203,0.000989,0.000442,0.000122,0.014158,0.001104,0.007823,0.003025,0.01736,0.036388,0.006619,0.000029,0.030411,0.003227,0.001488,0.00005,0.001772,0.00006,0.000004,0.036388
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,0.0016,0.001056,0.000373,0.000325,0.000223,0.000904,0.000294,0.000396,0.000038,0.000024,0.000014,0.000025,0.000032,0.000055,0.000019,0.000029,0.000019,0.00004,0.000058,0.00001,0.000027,0.000013,0.000031,0.000753,0.000411,0.000022,0.000052,0.000372,0.000512,0.000191,0.000126,0.00022,0.000212,0.00014,0.000254,0.000054,0.00006,0.000127,0.000135,0.000125,0.000094,0.000148,0.000006,0.000151,0.000199,0.000137,0.000266,0.000313,0.000175,0.000232,0.000098,0.000171,0.000196,0.000883,0.00157,0.000253,0.000083,0.000046,0.000105,0.00017,0.000223,0.000365,0.000205,0.00157
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,0.0047,0.002391,0.000939,0.000842,0.001322,0.002871,0.002381,0.004718,0.000048,0.000027,0.000075,0.000025,0.000029,0.000044,0.000002,0.000047,0.000002,0.000045,0.000026,0.000022,0.000039,0.000041,0.000367,0.000031,0.000474,0.000003,0.000024,0.000319,0.001094,0.000266,0.000272,0.00047,0.000824,0.000339,0.00043,0.000187,0.00008,0.00016,0.000357,0.00121,0.000018,0.00014,0.000019,0.000542,0.001043,0.001962,0.000337,0.000708,0.001433,0.000524,0.000051,0.000731,0.000612,0.000746,0.000587,0.000403,0.001014,0.001014,0.000717,0.000518,0.000334,0.000866,0.000035,0.004718
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,0.0025,0.000456,0.000264,0.000492,0.000479,0.000221,0.000303,0.000248,0.00003,0.000019,0.000037,0.000031,0.000034,0.000139,0.000081,0.000022,0.000077,0.000027,0.000169,0.000019,0.000092,0.000021,0.000107,0.002525,0.000365,0.000115,0.000019,0.000339,0.000273,0.000239,0.000268,0.000923,0.000665,0.00048,0.001081,0.000089,0.000216,0.00027,0.000763,0.001546,0.000085,0.000077,0.000027,0.00028,0.000783,0.000464,0.000631,0.000796,0.000252,0.000502,0.000366,0.000492,0.000151,0.000645,0.001063,0.001069,0.00017,0.000175,0.000427,0.000678,0.000457,0.000589,0.000109,0.002525
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,0.8518,0.116809,0.117521,0.103374,0.069833,0.012134,0.036271,0.162479,0.011313,0.005957,0.001702,0.001144,0.003381,0.000268,0.06344,0.003014,0.002822,0.003833,0.013649,0.00038,0.00057,0.000355,0.003487,0.13319,0.062914,0.851784,0.756804,0.343068,0.088274,0.000489,0.00046,0.001455,0.001429,0.000375,0.001212,0.000257,0.000162,0.000444,0.000797,0.008765,0.001949,0.000948,0.00029,0.002178,0.001649,0.000633,0.000746,0.001132,0.000407,0.000942,0.000287,0.001101,0.000214,0.001317,0.002881,0.003685,0.000202,0.000173,0.001375,0.000893,0.001695,0.002113,0.001306,0.851784
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,0.032,0.000238,0.000255,0.000251,0.000316,0.000393,0.000289,0.000395,0.000082,0.000065,0.000062,0.000057,0.000057,0.000156,0.0001,0.000049,0.000077,0.000074,0.000081,0.000039,0.000095,0.00003,0.000114,0.011448,0.032025,0.000512,0.000314,0.027291,0.002527,0.000578,0.000397,0.00133,0.000436,0.003259,0.000925,0.000396,0.000045,0.002743,0.000379,0.000774,0.002267,0.000302,0.000171,0.00034,0.000503,0.000274,0.000607,0.000777,0.000249,0.000568,0.01117,0.000377,0.000178,0.002163,0.003001,0.000545,0.000756,0.0002,0.000183,0.000272,0.000473,0.000993,0.000399,0.032025
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,0.0388,0.000069,0.000067,0.000075,0.000093,0.000119,0.000094,0.000079,0.000018,0.00001,0.000012,0.000012,0.000011,0.000031,0.00002,0.000011,0.000009,0.000012,0.000016,0.000005,0.000026,0.000004,0.00003,0.038814,0.000207,0.000138,0.002858,0.000209,0.000205,0.000057,0.000062,0.000126,0.000115,0.000108,0.000151,0.000027,0.000097,0.000051,0.000103,0.000143,0.000013,0.000064,0.000014,0.000069,0.000149,0.000098,0.000154,0.000183,0.000067,0.000144,0.000033,0.000068,0.000045,0.000234,0.000377,0.000136,0.000033,0.00002,0.000039,0.000114,0.000088,0.000104,0.000027,0.038814
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0.0524,0.000111,0.000289,0.000312,0.000208,0.000856,0.000429,0.000453,0.00004,0.000038,0.000027,0.000019,0.000021,0.000026,0.000008,0.000057,0.000004,0.000044,0.000009,0.000019,0.000016,0.000035,0.000021,0.052443,0.000185,0.000088,0.000298,0.00004,0.000219,0.000141,0.000073,0.000126,0.000087,0.000063,0.000103,0.000018,0.000037,0.000062,0.000054,0.000092,0.000008,0.000048,0.000004,0.000114,0.000111,0.000085,0.00016,0.000222,0.000081,0.000138,0.000022,0.000077,0.000076,0.000293,0.000385,0.000082,0.000057,0.000022,0.000052,0.000194,0.00012,0.000208,0.000017,0.052443
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,0.0014,0.000062,0.000117,0.000135,0.000126,0.000189,0.000139,0.000145,0.00002,0.000014,0.000042,0.000018,0.00002,0.000035,0.000041,0.000015,0.000016,0.00002,0.000093,0.000024,0.00004,0.000023,0.00004,0.001355,0.000127,0.000017,0.000114,0.000162,0.000121,0.000079,0.000057,0.000142,0.000096,0.000075,0.000248,0.000054,0.000014,0.000065,0.000097,0.000106,0.000009,0.000037,0.000008,0.000115,0.00014,0.00011,0.000168,0.000199,0.000072,0.000209,0.000036,0.000098,0.000037,0.000244,0.000391,0.000299,0.000035,0.000022,0.000045,0.000066,0.00012,0.000129,0.000018,0.001355
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,0.0023,0.000497,0.001251,0.001293,0.001085,0.002086,0.001197,0.0012,0.000162,0.000102,0.000098,0.000107,0.000086,0.000165,0.000153,0.000176,0.000077,0.000137,0.000203,0.000081,0.000193,0.000068,0.000132,0.000415,0.000129,0.000006,0.000013,0.000116,0.000141,0.00065,0.00055,0.001326,0.000822,0.00052,0.001855,0.000262,0.000103,0.00045,0.001012,0.001292,0.000052,0.00011,0.00003,0.000694,0.001271,0.000994,0.001455,0.002125,0.000481,0.001694,0.000257,0.000675,0.000243,0.000976,0.001473,0.002344,0.000264,0.000148,0.000415,0.000715,0.001211,0.001052,0.000103,0.002344
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,0.0066,0.001372,0.000958,0.001423,0.002239,0.006609,0.001812,0.00161,0.000112,0.000071,0.000034,0.000027,0.000029,0.000036,0.00002,0.000092,0.000023,0.00011,0.000046,0.000033,0.000034,0.000045,0.000021,0.00001,0.000045,0,0.000006,0.000028,0.000044,0.000266,0.000302,0.000399,0.00025,0.000124,0.000558,0.000103,0.000059,0.000158,0.000256,0.0004,0.000029,0.00003,0.000007,0.000229,0.000453,0.000688,0.000551,0.000681,0.00016,0.000269,0.000082,0.000267,0.000163,0.000367,0.000549,0.000395,0.00013,0.000038,0.000295,0.000652,0.000587,0.000722,0.000038,0.006609
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,0.0021,0.000156,0.000046,0.00005,0.000172,0.000064,0.000127,0.000028,0.000003,0.000002,0.000024,0.000005,0.000003,0.0001,0.000007,0.000002,0.000002,0.000002,0.000008,0.000005,0.00004,0.000014,0.000081,0.00008,0.000026,0,0,0.000032,0.000047,0.000102,0.000212,0.00179,0.002127,0.000349,0.001179,0.00001,0.000004,0.000288,0.0011,0.001041,0.000002,0.000055,0.000001,0.000708,0.000731,0.000375,0.000108,0.001714,0.000033,0.000103,0.000025,0.000275,0.00001,0.000052,0.000731,0.000141,0.000019,0.000004,0.000017,0.000655,0.000464,0.000639,0.00001,0.002127
Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,0.0062,0.000689,0.00018,0.000151,0.00061,0.000284,0.000526,0.000219,0.000058,0.000022,0.000116,0.000016,0.000021,0.000492,0.000058,0.000023,0.000052,0.000046,0.000088,0.000063,0.000386,0.000089,0.000469,0.000667,0.00032,0.000015,0.000013,0.000134,0.000156,0.00044,0.000976,0.006202,0.003836,0.000969,0.003733,0.000245,0.000025,0.001119,0.005101,0.003706,0.000033,0.000069,0.000007,0.001659,0.002875,0.000941,0.000392,0.005966,0.000177,0.000599,0.000163,0.000767,0.000065,0.000352,0.003332,0.00069,0.00008,0.000069,0.000093,0.002196,0.002395,0.001439,0.000118,0.006202
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,0.0844,0.007206,0.004189,0.021168,0.031127,0.069606,0.022574,0.038124,0.000003,0.000002,0.000004,0.000002,0.000002,0.000003,0,0.000004,0,0.000004,0.000001,0.000004,0.000002,0.000007,0.000003,0.00013,0,0.00003,0.000024,0.000001,0.000005,0.001114,0.001882,0.007059,0.00596,0.000106,0.00281,0.001293,0.000109,0.000037,0.006808,0.000665,0.000001,0.000013,0.000093,0.02157,0.000253,0.000566,0.000223,0.059161,0.00036,0.084444,0.000006,0.011731,0.007329,0.002076,0.00422,0.000045,0.013742,0.000032,0.000017,0.008264,0.044865,0.009337,0.038663,0.084444
